OBJECTID,Summary Level,Geographic Code Identifier,Geographic Record Identifier,Area Name-Legal/Statistical Area Description (LSAD) Term-Part Indicator,Area Base Name,File Identification,State/US-Abbreviation (USPS),Characteristic Iteration,Characteristic Iteration File Sequence Number,Logical Record Number,Total Pop,Institutionalized population,Correctional facilities for adults,Juvenile facilities,Nursing facilities/Skilled-nursing facilities,Other institutional facilities,Noninstitutionalized population,College/University student housing,Military quarters,Other noninstitutional facilities
521,150,530330118013,1500000US530330118013,Block Group 3,3,PLST,WA,000,03,3613,0,0,0,0,0,0,0,0,0,0
522,150,530330118021,1500000US530330118021,Block Group 1,1,PLST,WA,000,03,3614,0,0,0,0,0,0,0,0,0,0
523,150,530330118022,1500000US530330118022,Block Group 2,2,PLST,WA,000,03,3615,0,0,0,0,0,0,0,0,0,0
524,150,530330118023,1500000US530330118023,Block Group 3,3,PLST,WA,000,03,3616,0,0,0,0,0,0,0,0,0,0
525,150,530330119011,1500000US530330119011,Block Group 1,1,PLST,WA,000,03,3617,0,0,0,0,0,0,0,0,0,0
526,150,530330119012,1500000US530330119012,Block Group 2,2,PLST,WA,000,03,3618,8,0,0,0,0,0,8,0,0,8
527,150,530330119013,1500000US530330119013,Block Group 3,3,PLST,WA,000,03,3619,31,0,0,0,0,0,31,0,0,31
528,150,530330119021,1500000US530330119021,Block Group 1,1,PLST,WA,000,03,3620,11,0,0,0,0,0,11,0,0,11
529,150,530330119022,1500000US530330119022,Block Group 2,2,PLST,WA,000,03,3621,0,0,0,0,0,0,0,0,0,0
530,150,530330119023,1500000US530330119023,Block Group 3,3,PLST,WA,000,03,3622,14,0,0,0,0,0,14,0,0,14
531,150,530330120001,1500000US530330120001,Block Group 1,1,PLST,WA,000,03,3623,0,0,0,0,0,0,0,0,0,0
532,150,530330120002,1500000US530330120002,Block Group 2,2,PLST,WA,000,03,3624,5,0,0,0,0,0,5,0,0,5
533,150,530330120003,1500000US530330120003,Block Group 3,3,PLST,WA,000,03,3625,0,0,0,0,0,0,0,0,0,0
534,150,530330121001,1500000US530330121001,Block Group 1,1,PLST,WA,000,03,3626,0,0,0,0,0,0,0,0,0,0
535,150,530330121002,1500000US530330121002,Block Group 2,2,PLST,WA,000,03,3627,0,0,0,0,0,0,0,0,0,0
536,150,530330201001,1500000US530330201001,Block Group 1,1,PLST,WA,000,03,3628,77,71,0,0,71,0,6,0,0,6
537,150,530330201002,1500000US530330201002,Block Group 2,2,PLST,WA,000,03,3629,4,0,0,0,0,0,4,0,0,4
538,150,530330201003,1500000US530330201003,Block Group 3,3,PLST,WA,000,03,3630,16,0,0,0,0,0,16,0,0,16
539,150,530330202001,1500000US530330202001,Block Group 1,1,PLST,WA,000,03,3631,32,0,0,0,0,0,32,0,0,32
540,150,530330202002,1500000US530330202002,Block Group 2,2,PLST,WA,000,03,3632,176,86,0,12,74,0,90,0,0,90
541,150,530330202003,1500000US530330202003,Block Group 3,3,PLST,WA,000,03,3633,31,0,0,0,0,0,31,0,0,31
542,150,530330202004,1500000US530330202004,Block Group 4,4,PLST,WA,000,03,3634,19,7,0,0,7,0,12,0,0,12
543,150,530330203011,1500000US530330203011,Block Group 1,1,PLST,WA,000,03,3635,24,0,0,0,0,0,24,0,0,24
544,150,530330203012,1500000US530330203012,Block Group 2,2,PLST,WA,000,03,3636,23,0,0,0,0,0,23,0,0,23
545,150,530330203021,1500000US530330203021,Block Group 1,1,PLST,WA,000,03,3637,33,0,0,0,0,0,33,0,0,33
546,150,530330203022,1500000US530330203022,Block Group 2,2,PLST,WA,000,03,3638,98,0,0,0,0,0,98,0,0,98
547,150,530330203023,1500000US530330203023,Block Group 3,3,PLST,WA,000,03,3639,12,0,0,0,0,0,12,0,0,12
548,150,530330204011,1500000US530330204011,Block Group 1,1,PLST,WA,000,03,3640,0,0,0,0,0,0,0,0,0,0
549,150,530330204012,1500000US530330204012,Block Group 2,2,PLST,WA,000,03,3641,17,0,0,0,0,0,17,0,0,17
550,150,530330204013,1500000US530330204013,Block Group 3,3,PLST,WA,000,03,3642,7,4,0,0,4,0,3,0,0,3
551,150,530330204021,1500000US530330204021,Block Group 1,1,PLST,WA,000,03,3643,7,0,0,0,0,0,7,0,0,7
552,150,530330204022,1500000US530330204022,Block Group 2,2,PLST,WA,000,03,3644,8,0,0,0,0,0,8,0,0,8
553,150,530330204023,1500000US530330204023,Block Group 3,3,PLST,WA,000,03,3645,3,0,0,0,0,0,3,0,0,3
554,150,530330204024,1500000US530330204024,Block Group 4,4,PLST,WA,000,03,3646,29,0,0,0,0,0,29,0,0,29
555,150,530330205001,1500000US530330205001,Block Group 1,1,PLST,WA,000,03,3647,12,0,0,0,0,0,12,0,0,12
556,150,530330205002,1500000US530330205002,Block Group 2,2,PLST,WA,000,03,3648,13,13,0,0,13,0,0,0,0,0
557,150,530330205003,1500000US530330205003,Block Group 3,3,PLST,WA,000,03,3649,28,26,0,0,26,0,2,0,0,2
558,150,530330205004,1500000US530330205004,Block Group 4,4,PLST,WA,000,03,3650,149,17,0,0,17,0,132,0,0,132
559,150,530330205005,1500000US530330205005,Block Group 5,5,PLST,WA,000,03,3651,13,0,0,0,0,0,13,0,0,13
560,150,530330206001,1500000US530330206001,Block Group 1,1,PLST,WA,000,03,3652,20,0,0,0,0,0,20,0,0,20
561,150,530330206002,1500000US530330206002,Block Group 2,2,PLST,WA,000,03,3653,32,0,0,0,0,0,32,0,0,32
562,150,530330206003,1500000US530330206003,Block Group 3,3,PLST,WA,000,03,3654,13,0,0,0,0,0,13,0,0,13
563,150,530330206004,1500000US530330206004,Block Group 4,4,PLST,WA,000,03,3655,23,15,15,0,0,0,8,0,0,8
564,150,530330207001,1500000US530330207001,Block Group 1,1,PLST,WA,000,03,3656,14,0,0,0,0,0,14,0,0,14
565,150,530330207002,1500000US530330207002,Block Group 2,2,PLST,WA,000,03,3657,27,0,0,0,0,0,27,0,0,27
566,150,530330207003,1500000US530330207003,Block Group 3,3,PLST,WA,000,03,3658,23,0,0,0,0,0,23,0,0,23
567,150,530330208001,1500000US530330208001,Block Group 1,1,PLST,WA,000,03,3659,10,0,0,0,0,0,10,0,0,10
568,150,530330208002,1500000US530330208002,Block Group 2,2,PLST,WA,000,03,3660,16,0,0,0,0,0,16,0,0,16
569,150,530330208003,1500000US530330208003,Block Group 3,3,PLST,WA,000,03,3661,20,0,0,0,0,0,20,0,0,20
570,150,530330209001,1500000US530330209001,Block Group 1,1,PLST,WA,000,03,3662,61,54,0,0,54,0,7,0,0,7
571,150,530330209002,1500000US530330209002,Block Group 2,2,PLST,WA,000,03,3663,15,0,0,0,0,0,15,0,0,15
572,150,530330209003,1500000US530330209003,Block Group 3,3,PLST,WA,000,03,3664,142,8,0,0,8,0,134,126,0,8
573,150,530330210001,1500000US530330210001,Block Group 1,1,PLST,WA,000,03,3665,13,0,0,0,0,0,13,0,0,13
574,150,530330210002,1500000US530330210002,Block Group 2,2,PLST,WA,000,03,3666,4,0,0,0,0,0,4,0,0,4
575,150,530330210003,1500000US530330210003,Block Group 3,3,PLST,WA,000,03,3667,16,0,0,0,0,0,16,0,0,16
576,150,530330210004,1500000US530330210004,Block Group 4,4,PLST,WA,000,03,3668,27,7,0,0,7,0,20,0,0,20
577,150,530330210005,1500000US530330210005,Block Group 5,5,PLST,WA,000,03,3669,8,0,0,0,0,0,8,0,0,8
578,150,530330211001,1500000US530330211001,Block Group 1,1,PLST,WA,000,03,3670,17,0,0,0,0,0,17,0,0,17
579,150,530330211002,1500000US530330211002,Block Group 2,2,PLST,WA,000,03,3671,41,0,0,0,0,0,41,0,0,41
580,150,530330211003,1500000US530330211003,Block Group 3,3,PLST,WA,000,03,3672,373,288,0,0,288,0,85,0,0,85
581,150,530330213001,1500000US530330213001,Block Group 1,1,PLST,WA,000,03,3673,0,0,0,0,0,0,0,0,0,0
582,150,530330213002,1500000US530330213002,Block Group 2,2,PLST,WA,000,03,3674,12,7,0,0,7,0,5,0,0,5
583,150,530330213003,1500000US530330213003,Block Group 3,3,PLST,WA,000,03,3675,23,15,0,0,15,0,8,0,0,8
584,150,530330214001,1500000US530330214001,Block Group 1,1,PLST,WA,000,03,3676,0,0,0,0,0,0,0,0,0,0
585,150,530330214002,1500000US530330214002,Block Group 2,2,PLST,WA,000,03,3677,12,0,0,0,0,0,12,0,0,12
586,150,530330214003,1500000US530330214003,Block Group 3,3,PLST,WA,000,03,3678,6,0,0,0,0,0,6,0,0,6
587,150,530330215001,1500000US530330215001,Block Group 1,1,PLST,WA,000,03,3679,0,0,0,0,0,0,0,0,0,0
588,150,530330215002,1500000US530330215002,Block Group 2,2,PLST,WA,000,03,3680,0,0,0,0,0,0,0,0,0,0
589,150,530330215003,1500000US530330215003,Block Group 3,3,PLST,WA,000,03,3681,15,0,0,0,0,0,15,0,0,15
590,150,530330215004,1500000US530330215004,Block Group 4,4,PLST,WA,000,03,3682,0,0,0,0,0,0,0,0,0,0
591,150,530330216001,1500000US530330216001,Block Group 1,1,PLST,WA,000,03,3683,7,0,0,0,0,0,7,0,0,7
592,150,530330216002,1500000US530330216002,Block Group 2,2,PLST,WA,000,03,3684,0,0,0,0,0,0,0,0,0,0
593,150,530330216003,1500000US530330216003,Block Group 3,3,PLST,WA,000,03,3685,7,0,0,0,0,0,7,0,0,7
594,150,530330216004,1500000US530330216004,Block Group 4,4,PLST,WA,000,03,3686,9,0,0,0,0,0,9,0,0,9
595,150,530330217011,1500000US530330217011,Block Group 1,1,PLST,WA,000,03,3687,0,0,0,0,0,0,0,0,0,0
596,150,530330217012,1500000US530330217012,Block Group 2,2,PLST,WA,000,03,3688,7,0,0,0,0,0,7,0,0,7
597,150,530330217013,1500000US530330217013,Block Group 3,3,PLST,WA,000,03,3689,19,0,0,0,0,0,19,0,0,19
598,150,530330217021,1500000US530330217021,Block Group 1,1,PLST,WA,000,03,3690,17,0,0,0,0,0,17,0,0,17
599,150,530330217022,1500000US530330217022,Block Group 2,2,PLST,WA,000,03,3691,0,0,0,0,0,0,0,0,0,0
600,150,530330217023,1500000US530330217023,Block Group 3,3,PLST,WA,000,03,3692,40,0,0,0,0,0,40,0,0,40
601,150,530330218021,1500000US530330218021,Block Group 1,1,PLST,WA,000,03,3693,0,0,0,0,0,0,0,0,0,0
602,150,530330218022,1500000US530330218022,Block Group 2,2,PLST,WA,000,03,3694,0,0,0,0,0,0,0,0,0,0
603,150,530330218023,1500000US530330218023,Block Group 3,3,PLST,WA,000,03,3695,0,0,0,0,0,0,0,0,0,0
604,150,530330218024,1500000US530330218024,Block Group 4,4,PLST,WA,000,03,3696,0,0,0,0,0,0,0,0,0,0
605,150,530330218031,1500000US530330218031,Block Group 1,1,PLST,WA,000,03,3697,0,0,0,0,0,0,0,0,0,0
606,150,530330218032,1500000US530330218032,Block Group 2,2,PLST,WA,000,03,3698,4,0,0,0,0,0,4,0,0,4
607,150,530330218033,1500000US530330218033,Block Group 3,3,PLST,WA,000,03,3699,0,0,0,0,0,0,0,0,0,0
608,150,530330218034,1500000US530330218034,Block Group 4,4,PLST,WA,000,03,3700,5,0,0,0,0,0,5,0,0,5
609,150,530330218041,1500000US530330218041,Block Group 1,1,PLST,WA,000,03,3701,0,0,0,0,0,0,0,0,0,0
610,150,530330218042,1500000US530330218042,Block Group 2,2,PLST,WA,000,03,3702,47,0,0,0,0,0,47,32,0,15
611,150,530330218043,1500000US530330218043,Block Group 3,3,PLST,WA,000,03,3703,13,0,0,0,0,0,13,0,0,13
612,150,530330218044,1500000US530330218044,Block Group 4,4,PLST,WA,000,03,3704,123,0,0,0,0,0,123,117,0,6
613,150,530330219031,1500000US530330219031,Block Group 1,1,PLST,WA,000,03,3705,1,0,0,0,0,0,1,0,0,1
614,150,530330219032,1500000US530330219032,Block Group 2,2,PLST,WA,000,03,3706,0,0,0,0,0,0,0,0,0,0
615,150,530330219033,1500000US530330219033,Block Group 3,3,PLST,WA,000,03,3707,29,0,0,0,0,0,29,0,0,29
616,150,530330219034,1500000US530330219034,Block Group 4,4,PLST,WA,000,03,3708,55,17,0,0,17,0,38,0,0,38
617,150,530330219041,1500000US530330219041,Block Group 1,1,PLST,WA,000,03,3709,0,0,0,0,0,0,0,0,0,0
618,150,530330219042,1500000US530330219042,Block Group 2,2,PLST,WA,000,03,3710,54,26,0,26,0,0,28,0,0,28
619,150,530330219043,1500000US530330219043,Block Group 3,3,PLST,WA,000,03,3711,5,0,0,0,0,0,5,0,0,5
620,150,530330219044,1500000US530330219044,Block Group 4,4,PLST,WA,000,03,3712,35,0,0,0,0,0,35,0,0,35
621,150,530330219051,1500000US530330219051,Block Group 1,1,PLST,WA,000,03,3713,0,0,0,0,0,0,0,0,0,0
622,150,530330219052,1500000US530330219052,Block Group 2,2,PLST,WA,000,03,3714,23,0,0,0,0,0,23,0,0,23
623,150,530330219053,1500000US530330219053,Block Group 3,3,PLST,WA,000,03,3715,16,0,0,0,0,0,16,0,0,16
624,150,530330219054,1500000US530330219054,Block Group 4,4,PLST,WA,000,03,3716,25,10,0,10,0,0,15,0,0,15
625,150,530330219061,1500000US530330219061,Block Group 1,1,PLST,WA,000,03,3717,13,0,0,0,0,0,13,0,0,13
626,150,530330219062,1500000US530330219062,Block Group 2,2,PLST,WA,000,03,3718,12,0,0,0,0,0,12,0,0,12
627,150,530330219063,1500000US530330219063,Block Group 3,3,PLST,WA,000,03,3719,0,0,0,0,0,0,0,0,0,0
628,150,530330220011,1500000US530330220011,Block Group 1,1,PLST,WA,000,03,3720,16,0,0,0,0,0,16,0,0,16
629,150,530330220012,1500000US530330220012,Block Group 2,2,PLST,WA,000,03,3721,48,3,0,0,3,0,45,0,0,45
630,150,530330220013,1500000US530330220013,Block Group 3,3,PLST,WA,000,03,3722,0,0,0,0,0,0,0,0,0,0
631,150,530330220031,1500000US530330220031,Block Group 1,1,PLST,WA,000,03,3723,7,0,0,0,0,0,7,0,0,7
632,150,530330220032,1500000US530330220032,Block Group 2,2,PLST,WA,000,03,3724,0,0,0,0,0,0,0,0,0,0
633,150,530330220033,1500000US530330220033,Block Group 3,3,PLST,WA,000,03,3725,67,0,0,0,0,0,67,0,0,67
634,150,530330220034,1500000US530330220034,Block Group 4,4,PLST,WA,000,03,3726,0,0,0,0,0,0,0,0,0,0
635,150,530330220051,1500000US530330220051,Block Group 1,1,PLST,WA,000,03,3727,7,0,0,0,0,0,7,0,0,7
636,150,530330220052,1500000US530330220052,Block Group 2,2,PLST,WA,000,03,3728,0,0,0,0,0,0,0,0,0,0
637,150,530330220053,1500000US530330220053,Block Group 3,3,PLST,WA,000,03,3729,0,0,0,0,0,0,0,0,0,0
638,150,530330220054,1500000US530330220054,Block Group 4,4,PLST,WA,000,03,3730,0,0,0,0,0,0,0,0,0,0
639,150,530330220061,1500000US530330220061,Block Group 1,1,PLST,WA,000,03,3731,31,0,0,0,0,0,31,0,0,31
640,150,530330220062,1500000US530330220062,Block Group 2,2,PLST,WA,000,03,3732,0,0,0,0,0,0,0,0,0,0
641,150,530330220063,1500000US530330220063,Block Group 3,3,PLST,WA,000,03,3733,54,54,0,0,54,0,0,0,0,0
642,150,530330221011,1500000US530330221011,Block Group 1,1,PLST,WA,000,03,3734,2,0,0,0,0,0,2,0,0,2
643,150,530330221012,1500000US530330221012,Block Group 2,2,PLST,WA,000,03,3735,0,0,0,0,0,0,0,0,0,0
644,150,530330221013,1500000US530330221013,Block Group 3,3,PLST,WA,000,03,3736,8,0,0,0,0,0,8,0,0,8
645,150,530330221014,1500000US530330221014,Block Group 4,4,PLST,WA,000,03,3737,10,0,0,0,0,0,10,0,0,10
646,150,530330221021,1500000US530330221021,Block Group 1,1,PLST,WA,000,03,3738,21,0,0,0,0,0,21,0,0,21
647,150,530330221022,1500000US530330221022,Block Group 2,2,PLST,WA,000,03,3739,0,0,0,0,0,0,0,0,0,0
648,150,530330221023,1500000US530330221023,Block Group 3,3,PLST,WA,000,03,3740,0,0,0,0,0,0,0,0,0,0
649,150,530330221024,1500000US530330221024,Block Group 4,4,PLST,WA,000,03,3741,9,0,0,0,0,0,9,0,0,9
650,150,530330222011,1500000US530330222011,Block Group 1,1,PLST,WA,000,03,3742,7,0,0,0,0,0,7,0,0,7
651,150,530330222012,1500000US530330222012,Block Group 2,2,PLST,WA,000,03,3743,10,0,0,0,0,0,10,0,0,10
652,150,530330222013,1500000US530330222013,Block Group 3,3,PLST,WA,000,03,3744,7,0,0,0,0,0,7,0,0,7
653,150,530330222031,1500000US530330222031,Block Group 1,1,PLST,WA,000,03,3745,0,0,0,0,0,0,0,0,0,0
654,150,530330222032,1500000US530330222032,Block Group 2,2,PLST,WA,000,03,3746,0,0,0,0,0,0,0,0,0,0
655,150,530330222033,1500000US530330222033,Block Group 3,3,PLST,WA,000,03,3747,0,0,0,0,0,0,0,0,0,0
656,150,530330222034,1500000US530330222034,Block Group 4,4,PLST,WA,000,03,3748,0,0,0,0,0,0,0,0,0,0
657,150,530330222041,1500000US530330222041,Block Group 1,1,PLST,WA,000,03,3749,0,0,0,0,0,0,0,0,0,0
658,150,530330222042,1500000US530330222042,Block Group 2,2,PLST,WA,000,03,3750,0,0,0,0,0,0,0,0,0,0
659,150,530330222043,1500000US530330222043,Block Group 3,3,PLST,WA,000,03,3751,12,0,0,0,0,0,12,0,0,12
660,150,530330222051,1500000US530330222051,Block Group 1,1,PLST,WA,000,03,3752,0,0,0,0,0,0,0,0,0,0
661,150,530330222052,1500000US530330222052,Block Group 2,2,PLST,WA,000,03,3753,0,0,0,0,0,0,0,0,0,0
662,150,530330222053,1500000US530330222053,Block Group 3,3,PLST,WA,000,03,3754,0,0,0,0,0,0,0,0,0,0
663,150,530330223001,1500000US530330223001,Block Group 1,1,PLST,WA,000,03,3755,67,0,0,0,0,0,67,67,0,0
664,150,530330223002,1500000US530330223002,Block Group 2,2,PLST,WA,000,03,3756,0,0,0,0,0,0,0,0,0,0
665,150,530330224011,1500000US530330224011,Block Group 1,1,PLST,WA,000,03,3757,0,0,0,0,0,0,0,0,0,0
666,150,530330224012,1500000US530330224012,Block Group 2,2,PLST,WA,000,03,3758,0,0,0,0,0,0,0,0,0,0
667,150,530330224013,1500000US530330224013,Block Group 3,3,PLST,WA,000,03,3759,0,0,0,0,0,0,0,0,0,0
668,150,530330224021,1500000US530330224021,Block Group 1,1,PLST,WA,000,03,3760,0,0,0,0,0,0,0,0,0,0
669,150,530330224022,1500000US530330224022,Block Group 2,2,PLST,WA,000,03,3761,11,0,0,0,0,0,11,0,0,11
670,150,530330224023,1500000US530330224023,Block Group 3,3,PLST,WA,000,03,3762,0,0,0,0,0,0,0,0,0,0
671,150,530330225011,1500000US530330225011,Block Group 1,1,PLST,WA,000,03,3763,0,0,0,0,0,0,0,0,0,0
672,150,530330225012,1500000US530330225012,Block Group 2,2,PLST,WA,000,03,3764,0,0,0,0,0,0,0,0,0,0
673,150,530330225013,1500000US530330225013,Block Group 3,3,PLST,WA,000,03,3765,0,0,0,0,0,0,0,0,0,0
674,150,530330225021,1500000US530330225021,Block Group 1,1,PLST,WA,000,03,3766,0,0,0,0,0,0,0,0,0,0
675,150,530330225022,1500000US530330225022,Block Group 2,2,PLST,WA,000,03,3767,0,0,0,0,0,0,0,0,0,0
676,150,530330225023,1500000US530330225023,Block Group 3,3,PLST,WA,000,03,3768,0,0,0,0,0,0,0,0,0,0
677,150,530330226031,1500000US530330226031,Block Group 1,1,PLST,WA,000,03,3769,0,0,0,0,0,0,0,0,0,0
678,150,530330226032,1500000US530330226032,Block Group 2,2,PLST,WA,000,03,3770,26,14,0,0,14,0,12,0,0,12
679,150,530330226033,1500000US530330226033,Block Group 3,3,PLST,WA,000,03,3771,0,0,0,0,0,0,0,0,0,0
680,150,530330226034,1500000US530330226034,Block Group 4,4,PLST,WA,000,03,3772,0,0,0,0,0,0,0,0,0,0
681,150,530330226041,1500000US530330226041,Block Group 1,1,PLST,WA,000,03,3773,2,0,0,0,0,0,2,0,0,2
682,150,530330226042,1500000US530330226042,Block Group 2,2,PLST,WA,000,03,3774,0,0,0,0,0,0,0,0,0,0
683,150,530330226043,1500000US530330226043,Block Group 3,3,PLST,WA,000,03,3775,38,0,0,0,0,0,38,0,0,38
684,150,530330226051,1500000US530330226051,Block Group 1,1,PLST,WA,000,03,3776,0,0,0,0,0,0,0,0,0,0
685,150,530330226052,1500000US530330226052,Block Group 2,2,PLST,WA,000,03,3777,0,0,0,0,0,0,0,0,0,0
686,150,530330226053,1500000US530330226053,Block Group 3,3,PLST,WA,000,03,3778,14,0,0,0,0,0,14,0,0,14
687,150,530330226061,1500000US530330226061,Block Group 1,1,PLST,WA,000,03,3779,4,0,0,0,0,0,4,0,0,4
688,150,530330226062,1500000US530330226062,Block Group 2,2,PLST,WA,000,03,3780,0,0,0,0,0,0,0,0,0,0
689,150,530330226063,1500000US530330226063,Block Group 3,3,PLST,WA,000,03,3781,0,0,0,0,0,0,0,0,0,0
690,150,530330226064,1500000US530330226064,Block Group 4,4,PLST,WA,000,03,3782,0,0,0,0,0,0,0,0,0,0
691,150,530330227011,1500000US530330227011,Block Group 1,1,PLST,WA,000,03,3783,0,0,0,0,0,0,0,0,0,0
692,150,530330227012,1500000US530330227012,Block Group 2,2,PLST,WA,000,03,3784,0,0,0,0,0,0,0,0,0,0
693,150,530330227021,1500000US530330227021,Block Group 1,1,PLST,WA,000,03,3785,0,0,0,0,0,0,0,0,0,0
694,150,530330227022,1500000US530330227022,Block Group 2,2,PLST,WA,000,03,3786,622,0,0,0,0,0,622,622,0,0
695,150,530330227023,1500000US530330227023,Block Group 3,3,PLST,WA,000,03,3787,0,0,0,0,0,0,0,0,0,0
696,150,530330227031,1500000US530330227031,Block Group 1,1,PLST,WA,000,03,3788,17,0,0,0,0,0,17,0,0,17
697,150,530330227032,1500000US530330227032,Block Group 2,2,PLST,WA,000,03,3789,0,0,0,0,0,0,0,0,0,0
698,150,530330228021,1500000US530330228021,Block Group 1,1,PLST,WA,000,03,3790,0,0,0,0,0,0,0,0,0,0
699,150,530330228022,1500000US530330228022,Block Group 2,2,PLST,WA,000,03,3791,16,0,0,0,0,0,16,0,0,16
700,150,530330228023,1500000US530330228023,Block Group 3,3,PLST,WA,000,03,3792,0,0,0,0,0,0,0,0,0,0
701,150,530330228024,1500000US530330228024,Block Group 4,4,PLST,WA,000,03,3793,0,0,0,0,0,0,0,0,0,0
702,150,530330228031,1500000US530330228031,Block Group 1,1,PLST,WA,000,03,3794,113,113,0,0,113,0,0,0,0,0
703,150,530330228032,1500000US530330228032,Block Group 2,2,PLST,WA,000,03,3795,0,0,0,0,0,0,0,0,0,0
704,150,530330228033,1500000US530330228033,Block Group 3,3,PLST,WA,000,03,3796,0,0,0,0,0,0,0,0,0,0
705,150,530330228034,1500000US530330228034,Block Group 4,4,PLST,WA,000,03,3797,16,0,0,0,0,0,16,0,0,16
706,150,530330228041,1500000US530330228041,Block Group 1,1,PLST,WA,000,03,3798,0,0,0,0,0,0,0,0,0,0
707,150,530330228042,1500000US530330228042,Block Group 2,2,PLST,WA,000,03,3799,0,0,0,0,0,0,0,0,0,0
708,150,530330228043,1500000US530330228043,Block Group 3,3,PLST,WA,000,03,3800,8,0,0,0,0,0,8,0,0,8
709,150,530330228051,1500000US530330228051,Block Group 1,1,PLST,WA,000,03,3801,0,0,0,0,0,0,0,0,0,0
710,150,530330228052,1500000US530330228052,Block Group 2,2,PLST,WA,000,03,3802,0,0,0,0,0,0,0,0,0,0
711,150,530330228053,1500000US530330228053,Block Group 3,3,PLST,WA,000,03,3803,0,0,0,0,0,0,0,0,0,0
712,150,530330229011,1500000US530330229011,Block Group 1,1,PLST,WA,000,03,3804,34,29,0,0,29,0,5,0,0,5
713,150,530330229012,1500000US530330229012,Block Group 2,2,PLST,WA,000,03,3805,30,0,0,0,0,0,30,0,0,30
714,150,530330229021,1500000US530330229021,Block Group 1,1,PLST,WA,000,03,3806,0,0,0,0,0,0,0,0,0,0
715,150,530330229022,1500000US530330229022,Block Group 2,2,PLST,WA,000,03,3807,0,0,0,0,0,0,0,0,0,0
716,150,530330229023,1500000US530330229023,Block Group 3,3,PLST,WA,000,03,3808,29,15,0,0,15,0,14,0,0,14
717,150,530330229024,1500000US530330229024,Block Group 4,4,PLST,WA,000,03,3809,0,0,0,0,0,0,0,0,0,0
718,150,530330230001,1500000US530330230001,Block Group 1,1,PLST,WA,000,03,3810,4,0,0,0,0,0,4,0,0,4
719,150,530330230002,1500000US530330230002,Block Group 2,2,PLST,WA,000,03,3811,30,0,0,0,0,0,30,0,0,30
720,150,530330230003,1500000US530330230003,Block Group 3,3,PLST,WA,000,03,3812,19,0,0,0,0,0,19,0,0,19
721,150,530330230004,1500000US530330230004,Block Group 4,4,PLST,WA,000,03,3813,0,0,0,0,0,0,0,0,0,0
722,150,530330231001,1500000US530330231001,Block Group 1,1,PLST,WA,000,03,3814,10,0,0,0,0,0,10,0,0,10
723,150,530330231002,1500000US530330231002,Block Group 2,2,PLST,WA,000,03,3815,43,0,0,0,0,0,43,0,0,43
724,150,530330231003,1500000US530330231003,Block Group 3,3,PLST,WA,000,03,3816,29,0,0,0,0,0,29,0,0,29
725,150,530330232011,1500000US530330232011,Block Group 1,1,PLST,WA,000,03,3817,0,0,0,0,0,0,0,0,0,0
726,150,530330232012,1500000US530330232012,Block Group 2,2,PLST,WA,000,03,3818,0,0,0,0,0,0,0,0,0,0
727,150,530330232013,1500000US530330232013,Block Group 3,3,PLST,WA,000,03,3819,0,0,0,0,0,0,0,0,0,0
728,150,530330232014,1500000US530330232014,Block Group 4,4,PLST,WA,000,03,3820,14,0,0,0,0,0,14,0,0,14
729,150,530330232021,1500000US530330232021,Block Group 1,1,PLST,WA,000,03,3821,114,0,0,0,0,0,114,0,0,114
730,150,530330232022,1500000US530330232022,Block Group 2,2,PLST,WA,000,03,3822,19,0,0,0,0,0,19,0,0,19
731,150,530330232023,1500000US530330232023,Block Group 3,3,PLST,WA,000,03,3823,14,0,0,0,0,0,14,0,0,14
732,150,530330233001,1500000US530330233001,Block Group 1,1,PLST,WA,000,03,3824,0,0,0,0,0,0,0,0,0,0
733,150,530330233002,1500000US530330233002,Block Group 2,2,PLST,WA,000,03,3825,0,0,0,0,0,0,0,0,0,0
734,150,530330233003,1500000US530330233003,Block Group 3,3,PLST,WA,000,03,3826,43,6,0,0,6,0,37,0,0,37
735,150,530330233004,1500000US530330233004,Block Group 4,4,PLST,WA,000,03,3827,20,0,0,0,0,0,20,0,0,20
736,150,530330234011,1500000US530330234011,Block Group 1,1,PLST,WA,000,03,3828,73,71,0,0,71,0,2,0,0,2
737,150,530330234012,1500000US530330234012,Block Group 2,2,PLST,WA,000,03,3829,34,0,0,0,0,0,34,0,0,34
738,150,530330234013,1500000US530330234013,Block Group 3,3,PLST,WA,000,03,3830,200,0,0,0,0,0,200,200,0,0
739,150,530330234031,1500000US530330234031,Block Group 1,1,PLST,WA,000,03,3831,0,0,0,0,0,0,0,0,0,0
740,150,530330234032,1500000US530330234032,Block Group 2,2,PLST,WA,000,03,3832,31,0,0,0,0,0,31,0,0,31
741,150,530330234033,1500000US530330234033,Block Group 3,3,PLST,WA,000,03,3833,7,0,0,0,0,0,7,0,0,7
742,150,530330234041,1500000US530330234041,Block Group 1,1,PLST,WA,000,03,3834,0,0,0,0,0,0,0,0,0,0
743,150,530330234042,1500000US530330234042,Block Group 2,2,PLST,WA,000,03,3835,0,0,0,0,0,0,0,0,0,0
744,150,530330235001,1500000US530330235001,Block Group 1,1,PLST,WA,000,03,3836,20,0,0,0,0,0,20,0,0,20
745,150,530330235002,1500000US530330235002,Block Group 2,2,PLST,WA,000,03,3837,0,0,0,0,0,0,0,0,0,0
